gene_id	name	product	n_syn	n_mis	n_non	wmis_cv	pmis_cv	sample	contig	bin	phylum	contamination	pathway
LPJHIMJN_03447	ttuD_1	Sulfur carrier protein TtuD	3	1	0	0.164419311326395	0.119916126544194	S7	NODE_6560_length_11345_cov_90.087954	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03447	ttuD_1	Sulfur carrier protein TtuD	45	22	0	0.16605957835283	9.79105685416926e-13	S17	NODE_6560_length_11345_cov_90.087954	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03478	ssuC_2	Putative aliphatic sulfonates transport permease protein SsuC	12	1	0	0.030840050401622	9.81937472777084e-07	S3	NODE_6829_length_10962_cov_83.748693	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03478	ssuC_2	Putative aliphatic sulfonates transport permease protein SsuC	32	6	0	0.0668150010320607	1.11133324764978e-13	S17	NODE_6829_length_10962_cov_83.748693	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03582	sdhB	Succinate dehydrogenase iron-sulfur subunit	2	1	0	0.280595273784131	0.355550637443377	S3	NODE_8348_length_9116_cov_98.097561	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Iron
LPJHIMJN_03582	sdhB	Succinate dehydrogenase iron-sulfur subunit	12	3	0	0.0862877595955955	1.70760965734207e-05	S15	NODE_8348_length_9116_cov_98.097561	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Iron
LPJHIMJN_03582	sdhB	Succinate dehydrogenase iron-sulfur subunit	15	3	0	0.0643774205621621	2.21020060475752e-07	S17	NODE_8348_length_9116_cov_98.097561	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Iron
LPJHIMJN_03584	metZ_2	O-succinylhomoserine sulfhydrylase	27	1	0	0.0122688373700869	4.44089209850063e-16	S2	NODE_8348_length_9116_cov_98.097561	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03584	metZ_2	O-succinylhomoserine sulfhydrylase	30	5	0	0.053971923118151	3.30846461338297e-14	S3	NODE_8348_length_9116_cov_98.097561	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03584	metZ_2	O-succinylhomoserine sulfhydrylase	41	8	0	0.0662264470505729	0	S15	NODE_8348_length_9116_cov_98.097561	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03584	metZ_2	O-succinylhomoserine sulfhydrylase	55	9	0	0.0540179755759492	0	S17	NODE_8348_length_9116_cov_98.097561	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03608	iscS_1	Cysteine desulfurase IscS	13	8	0	0.258721942067574	0.00279973102797781	S2	NODE_8616_length_8841_cov_84.906897	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03608	iscS_1	Cysteine desulfurase IscS	6	3	0	0.229360861938264	0.0395857119619901	S3	NODE_8616_length_8841_cov_84.906897	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03608	iscS_1	Cysteine desulfurase IscS	8	5	0	0.279330266798494	0.0287767617262489	S7	NODE_8616_length_8841_cov_84.906897	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03608	iscS_1	Cysteine desulfurase IscS	39	19	0	0.195085575514271	1.47808087991308e-09	S17	NODE_8616_length_8841_cov_84.906897	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03609	iscS_2	Cysteine desulfurase IscS	26	9	0	0.12444717014554	5.40647082658552e-09	S2	NODE_8616_length_8841_cov_84.906897	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03609	iscS_2	Cysteine desulfurase IscS	14	3	0	0.0782515863050578	2.63485908513772e-06	S3	NODE_8616_length_8841_cov_84.906897	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03609	iscS_2	Cysteine desulfurase IscS	2	2	0	0.564404038870912	0.371338083387318	S7	NODE_8616_length_8841_cov_84.906897	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03609	iscS_2	Cysteine desulfurase IscS	40	18	0	0.160907870007454	1.74068537361904e-11	S17	NODE_8616_length_8841_cov_84.906897	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03676	cuyA	L-cysteate sulfo-lyase	32	1	0	0.0102674751015121	0	S2	NODE_10662_length_7226_cov_98.105285	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03676	cuyA	L-cysteate sulfo-lyase	20	3	0	0.0493267612532746	4.93729168660195e-10	S3	NODE_10662_length_7226_cov_98.105285	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03676	cuyA	L-cysteate sulfo-lyase	10	1	0	0.0363105389065364	1.10141848628231e-05	S7	NODE_10662_length_7226_cov_98.105285	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03676	cuyA	L-cysteate sulfo-lyase	47	4	0	0.0279832707241986	0	S17	NODE_10662_length_7226_cov_98.105285	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03677	msrP_3	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	14	3	0	0.0713276873715682	1.09697604222525e-06	S2	NODE_10662_length_7226_cov_98.105285	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03677	msrP_3	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	9	3	0	0.11342979205333	0.000504509399666841	S3	NODE_10662_length_7226_cov_98.105285	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03677	msrP_3	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	2	2	0	0.610610630193414	0.532147696814988	S7	NODE_10662_length_7226_cov_98.105285	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03677	msrP_3	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	14	2	0	0.049849108091405	3.47138165657235e-07	S15	NODE_10662_length_7226_cov_98.105285	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03677	msrP_3	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	38	15	0	0.126741457416391	5.78870285039557e-13	S17	NODE_10662_length_7226_cov_98.105285	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03724	msrC	Free methionine-R-sulfoxide reductase	13	11	0	0.353433666305722	0.0139292436152376	S2	NODE_13296_length_5893_cov_85.282117	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03724	msrC	Free methionine-R-sulfoxide reductase	18	4	0	0.0897471223658355	3.53842213196565e-07	S3	NODE_13296_length_5893_cov_85.282117	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03724	msrC	Free methionine-R-sulfoxide reductase	2	1	0	0.396361886982572	0.516757581849222	S15	NODE_13296_length_5893_cov_85.282117	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03724	msrC	Free methionine-R-sulfoxide reductase	20	11	0	0.220820573541694	4.55952239790669e-05	S17	NODE_13296_length_5893_cov_85.282117	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03856	sfnG	FMNH(2)-dependent dimethylsulfone monooxygenase	28	2	0	0.0238040529161561	2.1094237467878e-15	S2	NODE_26869_length_3084_cov_92.835589	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03856	sfnG	FMNH(2)-dependent dimethylsulfone monooxygenase	21	1	0	0.0158348886984297	1.9169110743178e-12	S3	NODE_26869_length_3084_cov_92.835589	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03856	sfnG	FMNH(2)-dependent dimethylsulfone monooxygenase	0	1	0	0.329909999176303	0.174437442129613	S7	NODE_26869_length_3084_cov_92.835589	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03856	sfnG	FMNH(2)-dependent dimethylsulfone monooxygenase	23	2	0	0.0307337277031233	4.3568482155365e-12	S15	NODE_26869_length_3084_cov_92.835589	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
LPJHIMJN_03856	sfnG	FMNH(2)-dependent dimethylsulfone monooxygenase	34	4	0	0.0391788602922844	1.11022302462516e-16	S17	NODE_26869_length_3084_cov_92.835589	SPAdes-MetaBAT2Refined-S7.123_sub	Proteobacteria	1.2	Sulfur
MOCKNEAD_00104	msrB_1	Peptide methionine sulfoxide reductase MsrB	6	4	0	0.281714139880817	0.0609339046286254	S28	NODE_308_length_116577_cov_7.580723	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Sulfur
MOCKNEAD_00201	copA_1	Copper-exporting P-type ATPase	30	3	0	0.0376215088800786	1.90958360235527e-14	S28	NODE_1332_length_48597_cov_7.471962	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Copper
MOCKNEAD_00683	yjcS	Putative alkyl/aryl-sulfatase YjcS	10	1	0	0.0347910817716143	8.27896212673984e-06	S28	NODE_2276_length_32977_cov_7.406203	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Sulfur
MOCKNEAD_00718	ytfE_1	Iron-sulfur cluster repair protein YtfE	2	3	0	0.951716750190191	0.965689518092302	S28	NODE_2335_length_32218_cov_7.945248	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Iron
MOCKNEAD_00782	sir	Sulfite reductase [ferredoxin]	3	1	0	0.157259325543807	0.0737142566047041	S28	NODE_2466_length_30820_cov_7.946693	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Sulfur
MOCKNEAD_00997	yghU	Disulfide-bond oxidoreductase YghU	7	1	0	0.050022356828983	0.000429439280492772	S28	NODE_3025_length_26510_cov_7.558949	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Sulfur
MOCKNEAD_01106	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	15	4	0	0.0975773674693193	3.34484696085102e-06	S28	NODE_3185_length_25471_cov_7.821254	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Sulfur
MOCKNEAD_01107	yedZ1	Putative protein-methionine-sulfoxide reductase subunit YedZ1	9	3	0	0.129857992982868	0.00110968949272605	S28	NODE_3185_length_25471_cov_7.821254	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Sulfur
MOCKNEAD_01284	dsbD	Thiol:disulfide interchange protein DsbD	7	8	0	0.473952487428516	0.17840204949406	S28	NODE_3399_length_24179_cov_7.803764	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Sulfur
MOCKNEAD_01388	sdhB	Succinate dehydrogenase iron-sulfur subunit	6	2	0	0.119198987779392	0.00651680241762598	S28	NODE_4122_length_20618_cov_8.212566	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Iron
MOCKNEAD_01479	cysK1	O-acetylserine sulfhydrylase	6	2	0	0.126383058744904	0.00811717225737574	S28	NODE_4455_length_19175_cov_7.341893	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Sulfur
MOCKNEAD_01590	sufS	Cysteine desulfurase	2	3	0	0.952643252418099	0.966361006917091	S28	NODE_4893_length_17609_cov_7.869033	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Sulfur
MOCKNEAD_01592	iscA	Iron-binding protein IscA	8	2	0	0.103253311981144	0.00134110595366355	S28	NODE_4893_length_17609_cov_7.869033	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Iron
MOCKNEAD_01642	cuyA	L-cysteate sulfo-lyase	6	2	0	0.138450759247877	0.0113419901971813	S28	NODE_5143_length_16808_cov_7.330269	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Sulfur
MOCKNEAD_01835	copA_2	Copper-exporting P-type ATPase	3	1	0	0.192265743323518	0.160639208299297	S28	NODE_6011_length_14507_cov_7.520482	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Copper
MOCKNEAD_01857	cysD	Sulfate adenylyltransferase subunit 2	10	3	0	0.0966887557305482	0.000112444553487023	S28	NODE_6126_length_14250_cov_7.315111	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Sulfur
MOCKNEAD_02193	msrA2	Peptide methionine sulfoxide reductase MsrA 2	3	1	0	0.17199345059716	0.134689275072915	S28	NODE_9382_length_8953_cov_5.834345	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Sulfur
MOCKNEAD_02315	metZ	O-succinylhomoserine sulfhydrylase	2	2	0	0.625757287854783	0.669132230187933	S28	NODE_11513_length_7099_cov_7.496735	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Sulfur
MOCKNEAD_02488	msrA	Peptide methionine sulfoxide reductase MsrA	10	2	0	0.0692959770851563	4.76959475419481e-05	S28	NODE_17861_length_4236_cov_8.321693	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Sulfur
MOCKNEAD_02549	dsbE	Thiol:disulfide interchange protein DsbE	6	2	0	0.140692953197102	0.0120184913234251	S28	NODE_22791_length_3168_cov_6.387408	SPAdes-MetaBAT2Refined-S28.74	Proteobacteria	1.79	Sulfur
INIGKBCO_00383	iscS_1	Cysteine desulfurase IscS	13	2	0	0.0582944558831432	2.48988085260748e-06	S3	NODE_60_length_210820_cov_21.443736	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_00483	betC_1	Choline-sulfatase	8	2	0	0.089684736096753	0.000642879084839287	S3	NODE_99_length_173294_cov_22.073136	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_00484	betC_2	Choline-sulfatase	7	2	0	0.102541297959716	0.00207072813526599	S3	NODE_99_length_173294_cov_22.073136	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_00653	resA_1	Thiol-disulfide oxidoreductase ResA	2	1	0	0.346866227076912	0.457090281992092	S3	NODE_107_length_169233_cov_22.063797	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_00653	resA_1	Thiol-disulfide oxidoreductase ResA	0	1	0	0.376142695330533	0.243267711266621	S17	NODE_107_length_169233_cov_22.063797	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_00766	resA_2	Thiol-disulfide oxidoreductase ResA	7	6	0	0.373430207996246	0.0933953946897856	S3	NODE_119_length_158263_cov_21.538386	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_00772	comB	putative 2-phosphosulfolactate phosphatase	14	3	0	0.0875019055690487	7.35300352150414e-06	S3	NODE_119_length_158263_cov_21.538386	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_00844	copA_1	Copper-exporting P-type ATPase	13	7	0	0.204805869886736	0.000668894969116929	S2	NODE_119_length_158263_cov_21.538386	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Copper
INIGKBCO_00844	copA_1	Copper-exporting P-type ATPase	23	11	0	0.175164625839859	9.6548725614376e-07	S3	NODE_119_length_158263_cov_21.538386	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Copper
INIGKBCO_00844	copA_1	Copper-exporting P-type ATPase	36	13	0	0.131339313858016	1.29598554110544e-11	S17	NODE_119_length_158263_cov_21.538386	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Copper
INIGKBCO_00864	ttuD_1	Sulfur carrier protein TtuD	6	2	0	0.112691769081281	0.00511461566741078	S17	NODE_119_length_158263_cov_21.538386	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_00926	petC_2	Cytochrome b6-f complex iron-sulfur subunit	7	2	0	0.127366845790785	0.00534103077172243	S3	NODE_140_length_149693_cov_21.599500	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Iron
INIGKBCO_00971	cysH	Phosphoadenosine phosphosulfate reductase	2	1	0	0.274542025984001	0.337997624900841	S3	NODE_140_length_149693_cov_21.599500	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_00972	sir	Sulfite reductase [ferredoxin]	7	4	0	0.200332533822672	0.0123850246327475	S3	NODE_140_length_149693_cov_21.599500	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_00974	sat	Sulfate adenylyltransferase	21	12	0	0.187058931762761	3.2190790388853e-06	S3	NODE_140_length_149693_cov_21.599500	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_00975	cysC	putative adenylyl-sulfate kinase	9	3	0	0.128029627706816	0.00101290963969958	S3	NODE_140_length_149693_cov_21.599500	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_01103	petC_3	Cytochrome b6-f complex iron-sulfur subunit	9	1	0	0.0458654928575115	8.53241129699089e-05	S3	NODE_143_length_148118_cov_22.132984	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Iron
INIGKBCO_01103	petC_3	Cytochrome b6-f complex iron-sulfur subunit	7	1	0	0.059407224441333	0.00092247335266149	S17	NODE_143_length_148118_cov_22.132984	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Iron
INIGKBCO_01307	ttuD_2	Sulfur carrier protein TtuD	14	10	0	0.285712960057628	0.00299931738923953	S3	NODE_203_length_131063_cov_22.182218	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_01522	csoR_1	Copper-sensing transcriptional repressor CsoR	4	1	0	0.132869006317692	0.0532230163294073	S3	NODE_207_length_130455_cov_21.206603	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Copper
INIGKBCO_01522	csoR_1	Copper-sensing transcriptional repressor CsoR	4	1	0	0.126678507036379	0.0472369462716835	S17	NODE_207_length_130455_cov_21.206603	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Copper
INIGKBCO_01537	cutC	Copper homeostasis protein CutC	4	5	0	0.633660395807149	0.539153677978983	S3	NODE_256_length_119018_cov_21.736506	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Copper
INIGKBCO_01683	sdhB	8-methylmenaquinol:fumarate reductase iron-sulfur subunit	15	1	0	0.0212573730174018	4.3384218439968e-09	S3	NODE_279_length_115520_cov_20.507366	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Iron
INIGKBCO_01741	ttuD_3	Sulfur carrier protein TtuD	3	2	0	0.271497613419911	0.203654337206905	S2	NODE_279_length_115520_cov_20.507366	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_01741	ttuD_3	Sulfur carrier protein TtuD	13	3	0	0.0677241803141542	1.19801223019689e-06	S3	NODE_279_length_115520_cov_20.507366	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_01741	ttuD_3	Sulfur carrier protein TtuD	3	1	0	0.136231502434815	0.0296507362716075	S17	NODE_279_length_115520_cov_20.507366	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_01742	iscU	Iron-sulfur cluster assembly scaffold protein IscU	12	3	0	0.085794053126456	1.61142778672962e-05	S3	NODE_279_length_115520_cov_20.507366	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Iron
INIGKBCO_02058	iscS_2	Cysteine desulfurase IscS	1	2	0	0.765229146949307	0.692052296014693	S2	NODE_369_length_101406_cov_22.631054	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_02058	iscS_2	Cysteine desulfurase IscS	3	4	0	0.683926014352421	0.66560316277187	S3	NODE_369_length_101406_cov_22.631054	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_02069	betC_3	Choline-sulfatase	12	2	0	0.0576500649819489	3.88713728782797e-06	S3	NODE_369_length_101406_cov_22.631054	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_02071	betC_4	Choline-sulfatase	7	1	0	0.0534012849152221	0.000574927188289109	S2	NODE_369_length_101406_cov_22.631054	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_02071	betC_4	Choline-sulfatase	42	10	0	0.0777470644616045	0	S3	NODE_369_length_101406_cov_22.631054	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_02077	ideR	Iron-dependent repressor IdeR	12	1	0	0.0300528010282204	7.9177604594971e-07	S3	NODE_369_length_101406_cov_22.631054	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Iron
INIGKBCO_02396	msrP_2	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	33	19	0	0.196347556350147	1.10780488116191e-08	S3	NODE_554_length_81905_cov_20.502517	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_02396	msrP_2	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	8	7	0	0.33449715070314	0.0446628236190942	S17	NODE_554_length_81905_cov_20.502517	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_02397	yihQ	Sulfoquinovosidase	5	2	0	0.168496486942704	0.0323605336575749	S2	NODE_554_length_81905_cov_20.502517	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_02397	yihQ	Sulfoquinovosidase	33	14	0	0.147026140491964	2.61013433089374e-10	S3	NODE_554_length_81905_cov_20.502517	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_02397	yihQ	Sulfoquinovosidase	4	1	0	0.0987520505281686	0.000223495909857263	S17	NODE_554_length_81905_cov_20.502517	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_02519	egtE	hercynylcysteine sulfoxide lyase	14	9	0	0.247813800181644	0.0012389491100655	S3	NODE_627_length_77514_cov_21.033644	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_03197	msrP_3	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	1	1	0	0.594020110487098	0.568496192656475	S3	NODE_1065_length_55727_cov_22.660583	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_03277	apbC	Iron-sulfur cluster carrier protein	6	2	0	0.129947234549124	0.00890258385468357	S2	NODE_1098_length_54614_cov_20.605015	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Iron
INIGKBCO_03277	apbC	Iron-sulfur cluster carrier protein	20	5	0	0.0853602805886163	1.75276602121244e-08	S3	NODE_1098_length_54614_cov_20.605015	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Iron
INIGKBCO_03452	resA_3	Thiol-disulfide oxidoreductase ResA	7	7	0	0.432503217881679	0.140436992229511	S3	NODE_1138_length_53593_cov_20.921476	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_03552	cysK1	O-acetylserine sulfhydrylase	16	5	0	0.105548021424561	1.57580377002642e-06	S3	NODE_1284_length_49985_cov_21.485700	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_03635	fdhD	Sulfur carrier protein FdhD	2	2	0	0.63703884116517	0.715819985934494	S3	NODE_1296_length_49637_cov_21.397483	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_03660	msrP_5	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	16	13	0	0.274100479779633	0.00078583409786015	S3	NODE_1303_length_49455_cov_21.096296	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_03852	petC_4	Cytochrome b6-f complex iron-sulfur subunit	1	1	0	0.488031642893088	0.41538155943453	S2	NODE_1439_length_46774_cov_20.932597	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Iron
INIGKBCO_03852	petC_4	Cytochrome b6-f complex iron-sulfur subunit	12	5	0	0.14598776186926	0.000176829323898398	S3	NODE_1439_length_46774_cov_20.932597	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Iron
INIGKBCO_03867	csoR_3	Copper-sensing transcriptional repressor CsoR	2	2	0	0.755099715673763	0.818671812695576	S3	NODE_1643_length_43100_cov_22.428970	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Copper
INIGKBCO_03870	dsbD_1	Thiol:disulfide interchange protein DsbD	8	3	0	0.140191084500211	0.00252141476922751	S3	NODE_1643_length_43100_cov_22.428970	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_03870	dsbD_1	Thiol:disulfide interchange protein DsbD	12	7	0	0.214772771586135	0.00129349656740463	S17	NODE_1643_length_43100_cov_22.428970	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_04068	actP_1	Copper-transporting P-type ATPase	11	5	0	0.157628248887492	0.000466102436787463	S2	NODE_1851_length_40025_cov_21.292219	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Copper
INIGKBCO_04068	actP_1	Copper-transporting P-type ATPase	12	3	0	0.0845253415071363	1.42888164105237e-05	S3	NODE_1851_length_40025_cov_21.292219	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Copper
INIGKBCO_04068	actP_1	Copper-transporting P-type ATPase	6	6	0	0.382953100265318	0.0120994336593169	S17	NODE_1851_length_40025_cov_21.292219	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Copper
INIGKBCO_04076	actP_2	Copper-transporting P-type ATPase	2	1	0	0.358438110931728	0.470629552307727	S3	NODE_1880_length_39735_cov_20.784148	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Copper
INIGKBCO_04284	cysO_2	Sulfur carrier protein CysO	3	4	0	0.77621111018302	0.771409397645122	S3	NODE_2247_length_35391_cov_21.590503	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
INIGKBCO_04714	atsA_1	Arylsulfatase	0	1	0	0.135415794205357	0.00306138934258859	S17	NODE_4101_length_23041_cov_20.815235	SPAdes-MetaBAT2Refined-S17.91	Chloroflexota	1.49	Sulfur
