contig	bin
NODE_10863_length_6173_cov_5.891958	SPAdes-MetaBAT2Refined-S15.62
NODE_1086_length_43934_cov_8.179630	SPAdes-MetaBAT2Refined-S15.62
NODE_1092_length_43788_cov_7.733954	SPAdes-MetaBAT2Refined-S15.62
NODE_1109_length_43326_cov_8.416122	SPAdes-MetaBAT2Refined-S15.62
NODE_11314_length_5875_cov_8.736598	SPAdes-MetaBAT2Refined-S15.62
NODE_11372_length_5836_cov_7.697976	SPAdes-MetaBAT2Refined-S15.62
NODE_11563_length_5719_cov_8.490643	SPAdes-MetaBAT2Refined-S15.62
NODE_11686_length_5650_cov_8.451832	SPAdes-MetaBAT2Refined-S15.62
NODE_11704_length_5642_cov_8.053517	SPAdes-MetaBAT2Refined-S15.62
NODE_11792_length_5587_cov_7.454628	SPAdes-MetaBAT2Refined-S15.62
NODE_11882_length_5545_cov_6.447905	SPAdes-MetaBAT2Refined-S15.62
NODE_11963_length_5498_cov_8.870843	SPAdes-MetaBAT2Refined-S15.62
NODE_12214_length_5365_cov_8.779284	SPAdes-MetaBAT2Refined-S15.62
NODE_12321_length_5307_cov_8.066070	SPAdes-MetaBAT2Refined-S15.62
NODE_12347_length_5296_cov_7.016218	SPAdes-MetaBAT2Refined-S15.62
NODE_1250_length_39969_cov_8.439846	SPAdes-MetaBAT2Refined-S15.62
NODE_12599_length_5175_cov_8.043555	SPAdes-MetaBAT2Refined-S15.62
NODE_12677_length_5145_cov_6.482318	SPAdes-MetaBAT2Refined-S15.62
NODE_12679_length_5144_cov_7.675182	SPAdes-MetaBAT2Refined-S15.62
NODE_12824_length_5086_cov_6.824687	SPAdes-MetaBAT2Refined-S15.62
NODE_12834_length_5081_cov_7.526860	SPAdes-MetaBAT2Refined-S15.62
NODE_1302_length_39104_cov_8.693334	SPAdes-MetaBAT2Refined-S15.62
NODE_13052_length_4983_cov_6.958198	SPAdes-MetaBAT2Refined-S15.62
NODE_13065_length_4979_cov_6.179732	SPAdes-MetaBAT2Refined-S15.62
NODE_13201_length_4923_cov_6.854355	SPAdes-MetaBAT2Refined-S15.62
NODE_13316_length_4880_cov_6.803523	SPAdes-MetaBAT2Refined-S15.62
NODE_13376_length_4852_cov_7.041484	SPAdes-MetaBAT2Refined-S15.62
NODE_13424_length_4830_cov_8.377801	SPAdes-MetaBAT2Refined-S15.62
NODE_13425_length_4830_cov_7.465759	SPAdes-MetaBAT2Refined-S15.62
NODE_13462_length_4812_cov_8.242380	SPAdes-MetaBAT2Refined-S15.62
NODE_13466_length_4811_cov_7.966569	SPAdes-MetaBAT2Refined-S15.62
NODE_13474_length_4805_cov_9.027789	SPAdes-MetaBAT2Refined-S15.62
NODE_13549_length_4777_cov_5.920373	SPAdes-MetaBAT2Refined-S15.62
NODE_1363_length_37708_cov_8.360449	SPAdes-MetaBAT2Refined-S15.62
NODE_1392_length_37105_cov_8.384993	SPAdes-MetaBAT2Refined-S15.62
NODE_1398_length_36991_cov_8.095517	SPAdes-MetaBAT2Refined-S15.62
NODE_14004_length_4598_cov_7.182038	SPAdes-MetaBAT2Refined-S15.62
NODE_14074_length_4571_cov_7.550487	SPAdes-MetaBAT2Refined-S15.62
NODE_14220_length_4513_cov_5.228802	SPAdes-MetaBAT2Refined-S15.62
NODE_14304_length_4483_cov_6.955962	SPAdes-MetaBAT2Refined-S15.62
NODE_14367_length_4460_cov_7.919864	SPAdes-MetaBAT2Refined-S15.62
NODE_14370_length_4459_cov_7.258174	SPAdes-MetaBAT2Refined-S15.62
NODE_14779_length_4318_cov_6.129486	SPAdes-MetaBAT2Refined-S15.62
NODE_14810_length_4307_cov_7.352540	SPAdes-MetaBAT2Refined-S15.62
NODE_14864_length_4287_cov_6.792297	SPAdes-MetaBAT2Refined-S15.62
NODE_15246_length_4170_cov_7.494532	SPAdes-MetaBAT2Refined-S15.62
NODE_15427_length_4128_cov_8.042475	SPAdes-MetaBAT2Refined-S15.62
NODE_15436_length_4127_cov_6.604617	SPAdes-MetaBAT2Refined-S15.62
NODE_15507_length_4107_cov_8.244571	SPAdes-MetaBAT2Refined-S15.62
NODE_1554_length_34279_cov_8.488604	SPAdes-MetaBAT2Refined-S15.62
NODE_15565_length_4086_cov_9.588688	SPAdes-MetaBAT2Refined-S15.62
NODE_1581_length_33950_cov_7.987078	SPAdes-MetaBAT2Refined-S15.62
NODE_15997_length_3973_cov_7.347626	SPAdes-MetaBAT2Refined-S15.62
NODE_15998_length_3973_cov_5.016335	SPAdes-MetaBAT2Refined-S15.62
NODE_16016_length_3969_cov_8.700818	SPAdes-MetaBAT2Refined-S15.62
NODE_16204_length_3918_cov_7.709552	SPAdes-MetaBAT2Refined-S15.62
NODE_16239_length_3908_cov_6.201661	SPAdes-MetaBAT2Refined-S15.62
NODE_16482_length_3850_cov_6.766008	SPAdes-MetaBAT2Refined-S15.62
NODE_1656_length_33197_cov_8.137348	SPAdes-MetaBAT2Refined-S15.62
NODE_16581_length_3827_cov_8.190880	SPAdes-MetaBAT2Refined-S15.62
NODE_16644_length_3809_cov_10.286894	SPAdes-MetaBAT2Refined-S15.62
NODE_16846_length_3761_cov_7.120076	SPAdes-MetaBAT2Refined-S15.62
NODE_17422_length_3633_cov_8.141979	SPAdes-MetaBAT2Refined-S15.62
NODE_17493_length_3618_cov_7.778277	SPAdes-MetaBAT2Refined-S15.62
NODE_17635_length_3585_cov_7.458640	SPAdes-MetaBAT2Refined-S15.62
NODE_17640_length_3584_cov_7.993766	SPAdes-MetaBAT2Refined-S15.62
NODE_17641_length_3584_cov_6.588835	SPAdes-MetaBAT2Refined-S15.62
NODE_17675_length_3576_cov_8.602670	SPAdes-MetaBAT2Refined-S15.62
NODE_17820_length_3547_cov_6.658935	SPAdes-MetaBAT2Refined-S15.62
NODE_18278_length_3460_cov_5.393245	SPAdes-MetaBAT2Refined-S15.62
NODE_1830_length_31017_cov_8.457076	SPAdes-MetaBAT2Refined-S15.62
NODE_1844_length_30837_cov_8.058606	SPAdes-MetaBAT2Refined-S15.62
NODE_18633_length_3391_cov_9.099820	SPAdes-MetaBAT2Refined-S15.62
NODE_18694_length_3381_cov_8.466627	SPAdes-MetaBAT2Refined-S15.62
NODE_1891_length_30238_cov_8.508863	SPAdes-MetaBAT2Refined-S15.62
NODE_19022_length_3325_cov_10.468502	SPAdes-MetaBAT2Refined-S15.62
NODE_19048_length_3322_cov_7.950719	SPAdes-MetaBAT2Refined-S15.62
NODE_19557_length_3236_cov_6.098397	SPAdes-MetaBAT2Refined-S15.62
NODE_19733_length_3211_cov_7.394487	SPAdes-MetaBAT2Refined-S15.62
NODE_19890_length_3184_cov_7.563439	SPAdes-MetaBAT2Refined-S15.62
NODE_20283_length_3127_cov_7.202474	SPAdes-MetaBAT2Refined-S15.62
NODE_20372_length_3115_cov_7.451634	SPAdes-MetaBAT2Refined-S15.62
NODE_20458_length_3103_cov_6.659777	SPAdes-MetaBAT2Refined-S15.62
NODE_2057_length_28339_cov_8.590723	SPAdes-MetaBAT2Refined-S15.62
NODE_20699_length_3066_cov_7.296911	SPAdes-MetaBAT2Refined-S15.62
NODE_21197_length_2998_cov_6.970099	SPAdes-MetaBAT2Refined-S15.62
NODE_21328_length_2982_cov_7.639904	SPAdes-MetaBAT2Refined-S15.62
NODE_21376_length_2975_cov_7.289726	SPAdes-MetaBAT2Refined-S15.62
NODE_2147_length_27605_cov_8.203848	SPAdes-MetaBAT2Refined-S15.62
NODE_22017_length_2896_cov_10.988384	SPAdes-MetaBAT2Refined-S15.62
NODE_22114_length_2886_cov_8.479689	SPAdes-MetaBAT2Refined-S15.62
NODE_2216_length_26944_cov_8.419800	SPAdes-MetaBAT2Refined-S15.62
NODE_22203_length_2876_cov_8.153137	SPAdes-MetaBAT2Refined-S15.62
NODE_22347_length_2862_cov_6.750980	SPAdes-MetaBAT2Refined-S15.62
NODE_22457_length_2850_cov_5.796780	SPAdes-MetaBAT2Refined-S15.62
NODE_2254_length_26638_cov_8.624647	SPAdes-MetaBAT2Refined-S15.62
NODE_2315_length_26087_cov_8.571758	SPAdes-MetaBAT2Refined-S15.62
NODE_2483_length_24757_cov_9.106793	SPAdes-MetaBAT2Refined-S15.62
NODE_2539_length_24355_cov_8.520000	SPAdes-MetaBAT2Refined-S15.62
NODE_2546_length_24309_cov_7.755834	SPAdes-MetaBAT2Refined-S15.62
NODE_2615_length_23864_cov_8.048553	SPAdes-MetaBAT2Refined-S15.62
NODE_27606_length_2351_cov_5.956010	SPAdes-MetaBAT2Refined-S15.62
NODE_27826_length_2334_cov_7.568670	SPAdes-MetaBAT2Refined-S15.62
NODE_28660_length_2270_cov_8.969752	SPAdes-MetaBAT2Refined-S15.62
NODE_29395_length_2218_cov_9.578363	SPAdes-MetaBAT2Refined-S15.62
NODE_2964_length_21785_cov_7.231017	SPAdes-MetaBAT2Refined-S15.62
NODE_29846_length_2187_cov_7.521107	SPAdes-MetaBAT2Refined-S15.62
NODE_2996_length_21600_cov_8.845579	SPAdes-MetaBAT2Refined-S15.62
NODE_3004_length_21561_cov_7.843579	SPAdes-MetaBAT2Refined-S15.62
NODE_3005_length_21557_cov_8.632453	SPAdes-MetaBAT2Refined-S15.62
NODE_3026_length_21445_cov_8.625432	SPAdes-MetaBAT2Refined-S15.62
NODE_3037_length_21359_cov_7.506994	SPAdes-MetaBAT2Refined-S15.62
NODE_3043_length_21324_cov_7.584795	SPAdes-MetaBAT2Refined-S15.62
NODE_3046_length_21307_cov_7.992989	SPAdes-MetaBAT2Refined-S15.62
NODE_3078_length_21097_cov_7.549282	SPAdes-MetaBAT2Refined-S15.62
NODE_3083_length_21042_cov_7.658074	SPAdes-MetaBAT2Refined-S15.62
NODE_30901_length_2123_cov_7.568182	SPAdes-MetaBAT2Refined-S15.62
NODE_3182_length_20392_cov_8.322466	SPAdes-MetaBAT2Refined-S15.62
NODE_3189_length_20310_cov_8.257615	SPAdes-MetaBAT2Refined-S15.62
NODE_3210_length_20217_cov_8.164170	SPAdes-MetaBAT2Refined-S15.62
NODE_32122_length_2050_cov_7.016541	SPAdes-MetaBAT2Refined-S15.62
NODE_33199_length_1989_cov_8.119442	SPAdes-MetaBAT2Refined-S15.62
NODE_3330_length_19644_cov_8.953750	SPAdes-MetaBAT2Refined-S15.62
NODE_3400_length_19353_cov_7.400871	SPAdes-MetaBAT2Refined-S15.62
NODE_34100_length_1940_cov_7.057294	SPAdes-MetaBAT2Refined-S15.62
NODE_3503_length_18902_cov_8.878389	SPAdes-MetaBAT2Refined-S15.62
NODE_35145_length_1889_cov_7.878953	SPAdes-MetaBAT2Refined-S15.62
NODE_3531_length_18818_cov_7.647231	SPAdes-MetaBAT2Refined-S15.62
NODE_3543_length_18764_cov_8.846117	SPAdes-MetaBAT2Refined-S15.62
NODE_35683_length_1863_cov_8.925885	SPAdes-MetaBAT2Refined-S15.62
NODE_3614_length_18486_cov_8.615865	SPAdes-MetaBAT2Refined-S15.62
NODE_3620_length_18458_cov_7.855730	SPAdes-MetaBAT2Refined-S15.62
NODE_3642_length_18331_cov_8.294594	SPAdes-MetaBAT2Refined-S15.62
NODE_36584_length_1821_cov_10.697055	SPAdes-MetaBAT2Refined-S15.62
NODE_3674_length_18216_cov_8.010792	SPAdes-MetaBAT2Refined-S15.62
NODE_3688_length_18155_cov_8.852486	SPAdes-MetaBAT2Refined-S15.62
NODE_3701_length_18091_cov_7.772677	SPAdes-MetaBAT2Refined-S15.62
NODE_3723_length_18032_cov_6.834789	SPAdes-MetaBAT2Refined-S15.62
NODE_3759_length_17898_cov_7.953819	SPAdes-MetaBAT2Refined-S15.62
NODE_3920_length_17229_cov_9.145627	SPAdes-MetaBAT2Refined-S15.62
NODE_3926_length_17201_cov_7.557973	SPAdes-MetaBAT2Refined-S15.62
NODE_39327_length_1709_cov_8.908706	SPAdes-MetaBAT2Refined-S15.62
NODE_39361_length_1708_cov_9.202662	SPAdes-MetaBAT2Refined-S15.62
NODE_3968_length_17062_cov_8.124008	SPAdes-MetaBAT2Refined-S15.62
NODE_39858_length_1689_cov_6.903305	SPAdes-MetaBAT2Refined-S15.62
NODE_40080_length_1681_cov_3.942804	SPAdes-MetaBAT2Refined-S15.62
NODE_4011_length_16942_cov_8.328300	SPAdes-MetaBAT2Refined-S15.62
NODE_4037_length_16858_cov_8.933643	SPAdes-MetaBAT2Refined-S15.62
NODE_4066_length_16755_cov_8.267545	SPAdes-MetaBAT2Refined-S15.62
NODE_4068_length_16746_cov_8.236295	SPAdes-MetaBAT2Refined-S15.62
NODE_41854_length_1617_cov_5.578105	SPAdes-MetaBAT2Refined-S15.62
NODE_41961_length_1613_cov_8.353659	SPAdes-MetaBAT2Refined-S15.62
NODE_42259_length_1603_cov_4.936047	SPAdes-MetaBAT2Refined-S15.62
NODE_4296_length_15943_cov_8.129280	SPAdes-MetaBAT2Refined-S15.62
NODE_4303_length_15913_cov_8.234204	SPAdes-MetaBAT2Refined-S15.62
NODE_43304_length_1568_cov_5.629874	SPAdes-MetaBAT2Refined-S15.62
NODE_43547_length_1561_cov_4.219788	SPAdes-MetaBAT2Refined-S15.62
NODE_4379_length_15666_cov_7.966818	SPAdes-MetaBAT2Refined-S15.62
NODE_43869_length_1551_cov_10.292781	SPAdes-MetaBAT2Refined-S15.62
NODE_4449_length_15454_cov_8.053380	SPAdes-MetaBAT2Refined-S15.62
NODE_4451_length_15444_cov_9.298330	SPAdes-MetaBAT2Refined-S15.62
NODE_4464_length_15413_cov_8.925186	SPAdes-MetaBAT2Refined-S15.62
NODE_4548_length_15201_cov_7.097914	SPAdes-MetaBAT2Refined-S15.62
NODE_4575_length_15148_cov_7.791228	SPAdes-MetaBAT2Refined-S15.62
NODE_4584_length_15134_cov_7.842496	SPAdes-MetaBAT2Refined-S15.62
NODE_4587_length_15125_cov_9.369542	SPAdes-MetaBAT2Refined-S15.62
NODE_4661_length_14893_cov_7.299164	SPAdes-MetaBAT2Refined-S15.62
NODE_4789_length_14518_cov_8.054346	SPAdes-MetaBAT2Refined-S15.62
NODE_4840_length_14365_cov_9.256883	SPAdes-MetaBAT2Refined-S15.62
NODE_4948_length_14072_cov_7.991724	SPAdes-MetaBAT2Refined-S15.62
NODE_5027_length_13893_cov_7.519728	SPAdes-MetaBAT2Refined-S15.62
NODE_5036_length_13864_cov_7.883192	SPAdes-MetaBAT2Refined-S15.62
NODE_5132_length_13660_cov_8.963249	SPAdes-MetaBAT2Refined-S15.62
NODE_5214_length_13476_cov_8.572238	SPAdes-MetaBAT2Refined-S15.62
NODE_5247_length_13404_cov_7.468799	SPAdes-MetaBAT2Refined-S15.62
NODE_5441_length_12939_cov_8.016299	SPAdes-MetaBAT2Refined-S15.62
NODE_5445_length_12928_cov_9.069914	SPAdes-MetaBAT2Refined-S15.62
NODE_5635_length_12580_cov_8.852136	SPAdes-MetaBAT2Refined-S15.62
NODE_5689_length_12477_cov_9.460554	SPAdes-MetaBAT2Refined-S15.62
NODE_5736_length_12389_cov_8.293660	SPAdes-MetaBAT2Refined-S15.62
NODE_5881_length_12062_cov_8.465645	SPAdes-MetaBAT2Refined-S15.62
NODE_5960_length_11924_cov_7.587076	SPAdes-MetaBAT2Refined-S15.62
NODE_6119_length_11612_cov_7.419919	SPAdes-MetaBAT2Refined-S15.62
NODE_6124_length_11606_cov_8.897671	SPAdes-MetaBAT2Refined-S15.62
NODE_6132_length_11588_cov_7.997832	SPAdes-MetaBAT2Refined-S15.62
NODE_6226_length_11413_cov_7.217028	SPAdes-MetaBAT2Refined-S15.62
NODE_6245_length_11371_cov_8.980735	SPAdes-MetaBAT2Refined-S15.62
NODE_6259_length_11336_cov_8.866767	SPAdes-MetaBAT2Refined-S15.62
NODE_6344_length_11183_cov_7.353073	SPAdes-MetaBAT2Refined-S15.62
NODE_6394_length_11097_cov_7.037855	SPAdes-MetaBAT2Refined-S15.62
NODE_6445_length_11009_cov_10.029122	SPAdes-MetaBAT2Refined-S15.62
NODE_6462_length_10977_cov_7.215620	SPAdes-MetaBAT2Refined-S15.62
NODE_657_length_59856_cov_8.565358	SPAdes-MetaBAT2Refined-S15.62
NODE_6600_length_10740_cov_7.435938	SPAdes-MetaBAT2Refined-S15.62
NODE_6645_length_10679_cov_9.242470	SPAdes-MetaBAT2Refined-S15.62
NODE_6664_length_10654_cov_9.095764	SPAdes-MetaBAT2Refined-S15.62
NODE_6681_length_10618_cov_8.953422	SPAdes-MetaBAT2Refined-S15.62
NODE_6697_length_10579_cov_9.194983	SPAdes-MetaBAT2Refined-S15.62
NODE_6736_length_10519_cov_8.216552	SPAdes-MetaBAT2Refined-S15.62
NODE_6783_length_10466_cov_7.835078	SPAdes-MetaBAT2Refined-S15.62
NODE_6885_length_10300_cov_7.714397	SPAdes-MetaBAT2Refined-S15.62
NODE_6960_length_10176_cov_7.340184	SPAdes-MetaBAT2Refined-S15.62
NODE_7014_length_10090_cov_8.364923	SPAdes-MetaBAT2Refined-S15.62
NODE_7027_length_10069_cov_7.953465	SPAdes-MetaBAT2Refined-S15.62
NODE_7101_length_9952_cov_8.047287	SPAdes-MetaBAT2Refined-S15.62
NODE_7174_length_9870_cov_10.126847	SPAdes-MetaBAT2Refined-S15.62
NODE_7214_length_9802_cov_7.866831	SPAdes-MetaBAT2Refined-S15.62
NODE_7293_length_9694_cov_9.081129	SPAdes-MetaBAT2Refined-S15.62
NODE_7331_length_9644_cov_7.634581	SPAdes-MetaBAT2Refined-S15.62
NODE_7366_length_9597_cov_7.628799	SPAdes-MetaBAT2Refined-S15.62
NODE_7470_length_9458_cov_8.304903	SPAdes-MetaBAT2Refined-S15.62
NODE_7491_length_9421_cov_9.648516	SPAdes-MetaBAT2Refined-S15.62
NODE_7702_length_9127_cov_9.456129	SPAdes-MetaBAT2Refined-S15.62
NODE_7732_length_9089_cov_8.281603	SPAdes-MetaBAT2Refined-S15.62
NODE_7744_length_9078_cov_7.965200	SPAdes-MetaBAT2Refined-S15.62
NODE_7885_length_8911_cov_9.467254	SPAdes-MetaBAT2Refined-S15.62
NODE_7894_length_8893_cov_6.454854	SPAdes-MetaBAT2Refined-S15.62
NODE_7982_length_8786_cov_8.402932	SPAdes-MetaBAT2Refined-S15.62
NODE_8008_length_8756_cov_7.898058	SPAdes-MetaBAT2Refined-S15.62
NODE_8092_length_8651_cov_8.891461	SPAdes-MetaBAT2Refined-S15.62
NODE_8104_length_8642_cov_8.754163	SPAdes-MetaBAT2Refined-S15.62
NODE_8175_length_8550_cov_9.060859	SPAdes-MetaBAT2Refined-S15.62
NODE_8216_length_8504_cov_8.154219	SPAdes-MetaBAT2Refined-S15.62
NODE_825_length_52254_cov_8.881473	SPAdes-MetaBAT2Refined-S15.62
NODE_8272_length_8442_cov_7.716943	SPAdes-MetaBAT2Refined-S15.62
NODE_8295_length_8417_cov_8.538747	SPAdes-MetaBAT2Refined-S15.62
NODE_8317_length_8394_cov_7.680777	SPAdes-MetaBAT2Refined-S15.62
NODE_8323_length_8387_cov_15.866659	SPAdes-MetaBAT2Refined-S15.62
NODE_8351_length_8355_cov_7.452771	SPAdes-MetaBAT2Refined-S15.62
NODE_8381_length_8318_cov_8.166525	SPAdes-MetaBAT2Refined-S15.62
NODE_8398_length_8302_cov_7.597308	SPAdes-MetaBAT2Refined-S15.62
NODE_8404_length_8294_cov_7.362059	SPAdes-MetaBAT2Refined-S15.62
NODE_8443_length_8249_cov_7.646205	SPAdes-MetaBAT2Refined-S15.62
NODE_868_length_50489_cov_8.195900	SPAdes-MetaBAT2Refined-S15.62
NODE_8690_length_7967_cov_7.452730	SPAdes-MetaBAT2Refined-S15.62
NODE_8694_length_7965_cov_7.912137	SPAdes-MetaBAT2Refined-S15.62
NODE_8716_length_7942_cov_7.618993	SPAdes-MetaBAT2Refined-S15.62
NODE_8793_length_7853_cov_7.495383	SPAdes-MetaBAT2Refined-S15.62
NODE_8824_length_7823_cov_7.891993	SPAdes-MetaBAT2Refined-S15.62
NODE_885_length_49791_cov_9.106181	SPAdes-MetaBAT2Refined-S15.62
NODE_9070_length_7565_cov_10.241678	SPAdes-MetaBAT2Refined-S15.62
NODE_9082_length_7556_cov_8.921477	SPAdes-MetaBAT2Refined-S15.62
NODE_9177_length_7475_cov_8.694340	SPAdes-MetaBAT2Refined-S15.62
NODE_9207_length_7451_cov_8.352082	SPAdes-MetaBAT2Refined-S15.62
NODE_9312_length_7361_cov_8.712565	SPAdes-MetaBAT2Refined-S15.62
NODE_9319_length_7348_cov_7.892637	SPAdes-MetaBAT2Refined-S15.62
NODE_9336_length_7335_cov_7.310027	SPAdes-MetaBAT2Refined-S15.62
NODE_9359_length_7312_cov_9.514262	SPAdes-MetaBAT2Refined-S15.62
NODE_9391_length_7287_cov_7.824668	SPAdes-MetaBAT2Refined-S15.62
NODE_9469_length_7215_cov_8.572486	SPAdes-MetaBAT2Refined-S15.62
NODE_9569_length_7118_cov_7.593657	SPAdes-MetaBAT2Refined-S15.62
NODE_9730_length_6993_cov_7.946526	SPAdes-MetaBAT2Refined-S15.62
NODE_9759_length_6972_cov_6.607489	SPAdes-MetaBAT2Refined-S15.62
NODE_9860_length_6889_cov_8.142376	SPAdes-MetaBAT2Refined-S15.62
NODE_9934_length_6830_cov_8.159410	SPAdes-MetaBAT2Refined-S15.62
NODE_10130_length_6686_cov_49.332831	SPAdes-MetaBAT2Refined-S15.14
NODE_1015_length_45996_cov_48.384646	SPAdes-MetaBAT2Refined-S15.14
NODE_10242_length_6595_cov_49.579664	SPAdes-MetaBAT2Refined-S15.14
NODE_1026_length_45651_cov_49.279081	SPAdes-MetaBAT2Refined-S15.14
NODE_10736_length_6264_cov_46.760348	SPAdes-MetaBAT2Refined-S15.14
NODE_1094_length_43730_cov_49.096394	SPAdes-MetaBAT2Refined-S15.14
NODE_1138_length_42451_cov_48.926880	SPAdes-MetaBAT2Refined-S15.14
NODE_120_length_126594_cov_48.097053	SPAdes-MetaBAT2Refined-S15.14
NODE_12473_length_5229_cov_49.886548	SPAdes-MetaBAT2Refined-S15.14
NODE_12696_length_5137_cov_48.208383	SPAdes-MetaBAT2Refined-S15.14
NODE_1325_length_38362_cov_49.288355	SPAdes-MetaBAT2Refined-S15.14
NODE_1333_length_38178_cov_50.252236	SPAdes-MetaBAT2Refined-S15.14
NODE_1425_length_36492_cov_50.600406	SPAdes-MetaBAT2Refined-S15.14
NODE_14634_length_4366_cov_51.362097	SPAdes-MetaBAT2Refined-S15.14
NODE_1467_length_35612_cov_47.893495	SPAdes-MetaBAT2Refined-S15.14
NODE_14873_length_4284_cov_47.693072	SPAdes-MetaBAT2Refined-S15.14
NODE_1566_length_34161_cov_45.437225	SPAdes-MetaBAT2Refined-S15.14
NODE_156_length_115374_cov_48.732421	SPAdes-MetaBAT2Refined-S15.14
NODE_157_length_114429_cov_50.961442	SPAdes-MetaBAT2Refined-S15.14
NODE_1582_length_33933_cov_50.402828	SPAdes-MetaBAT2Refined-S15.14
NODE_161_length_114125_cov_47.881844	SPAdes-MetaBAT2Refined-S15.14
NODE_16427_length_3864_cov_45.076923	SPAdes-MetaBAT2Refined-S15.14
NODE_16773_length_3774_cov_45.657704	SPAdes-MetaBAT2Refined-S15.14
NODE_1678_length_32956_cov_48.815294	SPAdes-MetaBAT2Refined-S15.14
NODE_16_length_242969_cov_47.913266	SPAdes-MetaBAT2Refined-S15.14
NODE_17108_length_3705_cov_46.056164	SPAdes-MetaBAT2Refined-S15.14
NODE_1792_length_31425_cov_48.481511	SPAdes-MetaBAT2Refined-S15.14
NODE_1795_length_31396_cov_50.475416	SPAdes-MetaBAT2Refined-S15.14
NODE_185_length_108469_cov_49.164019	SPAdes-MetaBAT2Refined-S15.14
NODE_19373_length_3267_cov_45.347447	SPAdes-MetaBAT2Refined-S15.14
NODE_1942_length_29613_cov_48.980310	SPAdes-MetaBAT2Refined-S15.14
NODE_205_length_103611_cov_48.193972	SPAdes-MetaBAT2Refined-S15.14
NODE_21230_length_2994_cov_78.165362	SPAdes-MetaBAT2Refined-S15.14
NODE_224_length_99723_cov_49.300839	SPAdes-MetaBAT2Refined-S15.14
NODE_2319_length_26054_cov_49.467403	SPAdes-MetaBAT2Refined-S15.14
NODE_2322_length_26033_cov_48.074563	SPAdes-MetaBAT2Refined-S15.14
NODE_2454_length_24960_cov_49.660550	SPAdes-MetaBAT2Refined-S15.14
NODE_255_length_93448_cov_49.299798	SPAdes-MetaBAT2Refined-S15.14
NODE_2635_length_23721_cov_49.036466	SPAdes-MetaBAT2Refined-S15.14
NODE_2701_length_23278_cov_48.446282	SPAdes-MetaBAT2Refined-S15.14
NODE_27631_length_2349_cov_47.483435	SPAdes-MetaBAT2Refined-S15.14
NODE_27690_length_2344_cov_44.399301	SPAdes-MetaBAT2Refined-S15.14
NODE_30420_length_2153_cov_51.396568	SPAdes-MetaBAT2Refined-S15.14
NODE_3319_length_19679_cov_49.805442	SPAdes-MetaBAT2Refined-S15.14
NODE_3326_length_19655_cov_49.082449	SPAdes-MetaBAT2Refined-S15.14
NODE_339_length_82110_cov_48.633612	SPAdes-MetaBAT2Refined-S15.14
NODE_3528_length_18823_cov_49.951034	SPAdes-MetaBAT2Refined-S15.14
NODE_355_length_80416_cov_48.941265	SPAdes-MetaBAT2Refined-S15.14
NODE_36102_length_1842_cov_64.778959	SPAdes-MetaBAT2Refined-S15.14
NODE_3637_length_18373_cov_48.783601	SPAdes-MetaBAT2Refined-S15.14
NODE_37250_length_1793_cov_45.075374	SPAdes-MetaBAT2Refined-S15.14
NODE_3777_length_17822_cov_48.784207	SPAdes-MetaBAT2Refined-S15.14
NODE_3887_length_17336_cov_50.082923	SPAdes-MetaBAT2Refined-S15.14
NODE_4003_length_16967_cov_48.532521	SPAdes-MetaBAT2Refined-S15.14
NODE_44_length_176062_cov_49.006625	SPAdes-MetaBAT2Refined-S15.14
NODE_5230_length_13437_cov_51.066134	SPAdes-MetaBAT2Refined-S15.14
NODE_5537_length_12755_cov_48.739764	SPAdes-MetaBAT2Refined-S15.14
NODE_5973_length_11900_cov_53.174335	SPAdes-MetaBAT2Refined-S15.14
NODE_6028_length_11800_cov_52.617284	SPAdes-MetaBAT2Refined-S15.14
NODE_713_length_57235_cov_47.204285	SPAdes-MetaBAT2Refined-S15.14
NODE_774_length_54598_cov_46.922318	SPAdes-MetaBAT2Refined-S15.14
NODE_798_length_53457_cov_47.721902	SPAdes-MetaBAT2Refined-S15.14
NODE_8732_length_7926_cov_52.252954	SPAdes-MetaBAT2Refined-S15.14
NODE_8812_length_7839_cov_46.973407	SPAdes-MetaBAT2Refined-S15.14
NODE_88_length_144941_cov_47.886338	SPAdes-MetaBAT2Refined-S15.14
NODE_93_length_141115_cov_48.908833	SPAdes-MetaBAT2Refined-S15.14
NODE_9418_length_7264_cov_43.126647	SPAdes-MetaBAT2Refined-S15.14
NODE_9463_length_7221_cov_46.841055	SPAdes-MetaBAT2Refined-S15.14
NODE_9543_length_7147_cov_46.768190	SPAdes-MetaBAT2Refined-S15.14
NODE_1008_length_46169_cov_13.088043	SPAdes-MetaBAT2Refined-S15.38
NODE_1084_length_43975_cov_12.663684	SPAdes-MetaBAT2Refined-S15.38
NODE_113_length_129517_cov_13.133375	SPAdes-MetaBAT2Refined-S15.38
NODE_1161_length_41908_cov_12.273577	SPAdes-MetaBAT2Refined-S15.38
NODE_119_length_126809_cov_12.356864	SPAdes-MetaBAT2Refined-S15.38
NODE_14003_length_4598_cov_12.256879	SPAdes-MetaBAT2Refined-S15.38
NODE_1469_length_35577_cov_12.704606	SPAdes-MetaBAT2Refined-S15.38
NODE_1597_length_33778_cov_11.947484	SPAdes-MetaBAT2Refined-S15.38
NODE_168_length_112477_cov_12.613794	SPAdes-MetaBAT2Refined-S15.38
